CPB1 SCGB2A2 0.9475950920139504
KIAA1045 NIPAL4 0.9214797249958164
KIAA1045 SCN4B 0.9081947216344436
KIAA1045 FAM111B 0.9275051931203092
KIAA1045 LMOD1 0.923400904235156
KIAA1045 RADIL 0.91531724976733
KIAA1045 MIAT 0.9018101623493556
KLK2 OASL 0.9010705200275156
KLK2 CAPN11 0.9075113719772352
KLK2 ZNF229 0.906389165860175
KLK2 ROR1 0.9050346082295846
KLK2 P2RY2 0.9030150406883029
KLK2 TMCC2 0.9108497720389775
KLK2 ATG9B 0.91019152458731
P2RY10 ALX1 0.9036663796292048
LSAMP PSD3 0.9002799010813349
LSAMP NCRNA00160 0.9036981543583756
NHLRC4 LASS1 0.9255591537850356
NHLRC4 CCR8 0.9017807795071796
NHLRC4 CDC25C 0.9526487758565612
NHLRC4 NIPAL4 0.9168765410572532
NHLRC4 FAM111B 0.923180332009103
NHLRC4 HS3ST5 0.9046452718728188
NHLRC4 LMOD1 0.9204249966398368
NHLRC4 PPFIA2 0.9237521315357634
WDR65 GPR1 0.9075710489374575
WDR65 CLDN2 0.9098400898967388
WDR65 ATAD3C 0.9010251011041264
WDR65 AMDHD1 0.9223258666763828
WDR65 MCTP2 0.9090946899725292
WDR65 OASL 0.9461037820591284
WDR65 CAPN11 0.9169010450223102
WDR65 PDE3A 0.9068094116933502
WDR65 PLK1 0.9296239715989696
WDR65 EIF4E1B 0.9142300249555946
WDR65 NCRNA00160 0.9193755779781084
WDR65 ZNF229 0.9353732303360288
WDR65 CDH18 0.9216023049190784
WDR65 ROR1 0.934026221537512
WDR65 CSRNP3 0.9331267760045292
WDR65 GPER 0.9105927116035744
WDR65 PRF1 0.9107448105209028
WDR65 LHX1 0.9080202152375744
WDR65 GSTP1 0.9354443091201198
WDR65 DCDC1 0.9001755479695682
WDR65 P2RY2 0.9266437891991576
WDR65 TMCC2 0.9214329838963994
WDR65 ATG9B 0.9159276460393456
WDR65 EBF1 0.9294779342890552
WDR65 MYOM3 0.9141454469859585
WDR65 EPS8L1 0.9009488113821154
WDR65 C9orf172 0.9094596017406126
WDR65 KLHDC8A 0.9218996805005908
WDR65 ADAMTS9 0.9052320533526582
LASS1 CDC25C 0.938165636272661
LASS1 C20orf26 0.9248096202972962
LASS1 NIPAL4 0.936919915659712
LASS1 SCN4B 0.9243920105175047
LASS1 KLHL31 0.9078241275947466
LASS1 FAM111B 0.9209615613884562
LASS1 HS3ST5 0.9108298568433404
LASS1 LMOD1 0.9166214588016572
LASS1 MIAT 0.9071106179909584
RERG GPR1 0.9015567845678116
RERG AMDHD1 0.9029300776618618
RERG OASL 0.9122649706806896
RERG PDE3A 0.9160681359228964
RERG PLK1 0.9005910320588978
RERG ZNF229 0.901666198402249
RERG ROR1 0.9315059429118884
RERG ATG9B 0.9124050434064878
CCR8 CDC25C 0.9322658197229996
CCR8 DCN 0.9246460072995298
CCR8 CD163L1 0.9054752143566974
CCR8 KLHL31 0.9029708638380464
CCR8 HOXA6 0.9153889640480676
CCR8 FAM111B 0.9122300998639002
CCR8 LMOD1 0.9032698259322528
GPR1 ST8SIA1 0.9082827608221652
GPR1 AMDHD1 0.9341837394063554
GPR1 OASL 0.9244061622705824
GPR1 CAPN11 0.9053704357878796
GPR1 PDE3A 0.9328927855923036
GPR1 PLK1 0.9292270988344892
GPR1 EIF4E1B 0.9024205528250182
GPR1 PLXNC1 0.902440972860268
GPR1 ZNF229 0.9338983754454824
GPR1 CDH18 0.9073074363148133
GPR1 ROR1 0.938846616282725
GPR1 C12orf53 0.9121802012624208
GPR1 CSRNP3 0.937160589386334
GPR1 STK33 0.9038475033063628
GPR1 GSTP1 0.9088341745632798
GPR1 IL1F5 0.927064677887011
GPR1 KLRD1 0.9249702301112704
GPR1 HIST1H3E 0.9152756424281824
GPR1 P2RY2 0.9164406465505492
GPR1 SSX1 0.9167134712960784
GPR1 TMCC2 0.927745935849448
GPR1 ATG9B 0.925722841387655
GPR1 EBF1 0.9033789571789032
GPR1 EPS8L1 0.9218926435442968
GPR1 DDIT4 0.9059908163076232
EYA2 ADH7 0.9146790117484388
NRG3 PLK1 0.9086123733683984
NRG3 ROR1 0.9039297862958732
NRG3 EBF1 0.908842950803672
NRG3 PTGES 0.9009307510807486
NRG3 NAP1L3 0.9027068254530484
CDC25C NIPAL4 0.934147612731861
CDC25C SCN4B 0.92803317426214
CDC25C CD163L1 0.920850854529542
CDC25C KLHL31 0.908358086887539
CDC25C HOXA6 0.922287871837757
CDC25C CACNA2D3 0.9046133882852369
CDC25C FAM111B 0.9516379172367692
CDC25C PROK1 0.936844314917822
CDC25C LMOD1 0.9473840637258774
CDC25C PPFIA2 0.9153963010369818
CDC25C ANO4 0.9078858855345264
CDC25C MIAT 0.9286033455726872
C20orf26 KCNJ11 0.9306069132442388
C20orf26 NIPAL4 0.9114476002659856
C20orf26 SCN4B 0.908728356514869
C20orf26 HS3ST5 0.9535681863588088
C20orf26 LMOD1 0.9005038262649441
C20orf26 FRZB 0.915718627277929
C20orf26 RADIL 0.9041210334813928
C20orf26 DOCK2 0.9093040952051608
C20orf26 SOX7 0.9034954048939848
KCNJ11 HS3ST5 0.952120532296166
KCNJ11 FRZB 0.9292904973142352
ERMN ADSSL1 0.9053481819420818
DCN CD163L1 0.9185442571389127
DCN KLHL31 0.9140997484545846
DCN CLEC17A 0.9320331179003314
SSPO SGCD 0.9087418966199294
CLDN2 OASL 0.902279483112672
CLDN2 PLK1 0.9021043087683523
CLDN2 EBF1 0.9121514707229896
FRMPD2 PHEX 0.9033930221642056
MAGED4B CAPN11 0.9007572454279584
MAGED4B PLK1 0.9058079362498644
MAGED4B ZNF229 0.9017060773431228
MAGED4B ROR1 0.9104693395160196
MAGED4B GSTP1 0.9046007230775388
MAGED4B P2RY2 0.9157124269648282
MAGED4B ATG9B 0.9114040228434556
MAGED4B EBF1 0.904284658134647
NIPAL4 SCN4B 0.9312122472347342
NIPAL4 FAM111B 0.9198284490334212
NIPAL4 LMOD1 0.9163092965044728
NIPAL4 RADIL 0.9229369573057198
ATAD3C OASL 0.9117996336438492
ATAD3C ZNF229 0.9009271867908952
APBA2 FSCN2 0.9164306026225524
ST8SIA1 AMDHD1 0.9226554685192786
ST8SIA1 PDE3A 0.9120938170507286
ST8SIA1 PLK1 0.9231450599994546
ST8SIA1 ZNF229 0.9140820555615088
ST8SIA1 ROR1 0.9194103964048432
ST8SIA1 C12orf53 0.9105350632726358
ST8SIA1 CSRNP3 0.914810465042559
ST8SIA1 KLRD1 0.9025601693384802
ST8SIA1 TMCC2 0.9055616859978196
ST8SIA1 ATG9B 0.912387025075229
ST8SIA1 EPS8L1 0.915779045111151
AMDHD1 OASL 0.9255845383351012
AMDHD1 PDE3A 0.9391835386898736
AMDHD1 PLK1 0.934343247016229
AMDHD1 EIF4E1B 0.92275937568239
AMDHD1 ZNF229 0.9313411723552566
AMDHD1 CDH18 0.9023617204362644
AMDHD1 ROR1 0.9386752248563598
AMDHD1 C12orf53 0.9176352829267718
AMDHD1 CSRNP3 0.939428015229525
AMDHD1 STK33 0.9423120005012472
AMDHD1 GSTP1 0.9049894844060128
AMDHD1 IL1F5 0.9129401308533284
AMDHD1 KLRD1 0.9073611731593564
AMDHD1 HIST1H3E 0.9301630991149924
AMDHD1 P2RY2 0.9196708923391708
AMDHD1 SSX1 0.9324154968829348
AMDHD1 LPPR5 0.9139414422557798
AMDHD1 TMCC2 0.9259805648708886
AMDHD1 ATG9B 0.9138563214877744
AMDHD1 EPS8L1 0.958440143094076
MCTP2 OASL 0.9252325300743994
MCTP2 CAPN11 0.9018375747442824
MCTP2 NCRNA00160 0.9173801698330022
MCTP2 ZNF229 0.909345258085933
MCTP2 ROR1 0.9032371849086958
MCTP2 GSTP1 0.9059250609299896
MCTP2 C9orf172 0.9093171641890332
OASL CAPN11 0.936128620763574
OASL PDE3A 0.9175414764379202
OASL PLK1 0.935680396796184
OASL EIF4E1B 0.9092092713772302
OASL NCRNA00160 0.958316068077565
OASL ZNF229 0.9406304152429638
OASL CDH18 0.9345038765954448
OASL ROR1 0.9454949889709804
OASL C12orf53 0.9063115572029103
OASL CSRNP3 0.930152528214894
OASL GPER 0.9171330083385684
OASL PRF1 0.9047830234144116
OASL LHX1 0.9139987324574332
OASL GSTP1 0.9438194674666032
OASL DSCR8 0.9172763885482558
OASL HAS2 0.9080627151963772
OASL IL1F5 0.9030590387809044
OASL P2RY2 0.92344905096385
OASL THSD7A 0.9052357023172034
OASL CCDC114 0.9000132847647077
OASL TMCC2 0.946790907462418
OASL ATG9B 0.9282948951166572
OASL EBF1 0.922342310481654
OASL EPS8L1 0.9171606795266448
OASL C9orf172 0.926796046156144
OASL KLHDC8A 0.9335422629727814
CAPN11 PLK1 0.9115252589771156
CAPN11 NCRNA00160 0.9287584595615346
CAPN11 ZNF229 0.9229368142453294
CAPN11 CDH18 0.914250315867281
CAPN11 ROR1 0.930464024571308
CAPN11 CSRNP3 0.9057584243959678
CAPN11 GPER 0.9057075996912513
CAPN11 LHX1 0.9077932869864104
CAPN11 GSTP1 0.9317033907994338
CAPN11 DSCR8 0.9016673461271828
CAPN11 HAS2 0.9220434109158
CAPN11 P2RY2 0.916893745193867
CAPN11 THSD7A 0.919366237382778
CAPN11 CCDC114 0.9089229157113332
CAPN11 TMCC2 0.922291945643418
CAPN11 ATG9B 0.9168812520411116
CAPN11 EBF1 0.920479100338195
CAPN11 HIST1H2AD 0.9050866045251068
CAPN11 C9orf172 0.909638749881043
CAPN11 KLHDC8A 0.9230970411001452
C2orf88 GPRC5C 0.9204995738299993
PDE3A PLK1 0.9297539026842448
PDE3A ZNF229 0.9181067144183716
PDE3A ROR1 0.9455358192674096
PDE3A C12orf53 0.9012227074147318
PDE3A CSRNP3 0.9384055511941372
PDE3A IL1F5 0.9069776581275588
PDE3A KLRD1 0.9054156939654036
PDE3A HIST1H3E 0.921522000564948
PDE3A P2RY2 0.9096264315868288
PDE3A SSX1 0.9262261283770687
PDE3A TMCC2 0.9187827421218924
PDE3A ATG9B 0.92060487007342
PDE3A EPS8L1 0.91890553858195
PLK1 EIF4E1B 0.9278490345541895
PLK1 NCRNA00160 0.9010438823077748
PLK1 ZNF229 0.934900270239668
PLK1 CDH18 0.9049045527102402
PLK1 ROR1 0.9443223751809696
PLK1 C12orf53 0.9215512486604056
PLK1 CSRNP3 0.9360214584546924
PLK1 LHX1 0.909636956200648
PLK1 GSTP1 0.9215441274836644
PLK1 DCDC1 0.9159146474535168
PLK1 IL1F5 0.9265296475973174
PLK1 KLRD1 0.9019433962512658
PLK1 HIST1H3E 0.9282130002686112
PLK1 P2RY2 0.9301435982881532
PLK1 SSX1 0.9086441190303816
PLK1 TMCC2 0.928398629259412
PLK1 ATG9B 0.9274325070776968
PLK1 MS4A7 0.9058575900859336
PLK1 EBF1 0.925450772794656
PLK1 PTGES 0.9051145719741082
PLK1 EPS8L1 0.918742046969736
PLK1 KLHDC8A 0.900914148785432
UNC5C IL2RG 0.9448428647108564
UNC5C NBPF16 0.962923802681181
UNC5C CLCNKA 0.956541226983566
UNC5C KIAA1755 0.9294159315009148
RND1 FSCN2 0.9164201137015476
RND1 HIPK3 0.9375585287211284
ADAMTS5 CH25H 0.9052792135435414
ADAMTS5 TCF7 0.9018959533379376
ADAMTS5 ERO1LB 0.9156732531487876
EIF4E1B ZNF229 0.918233030110784
EIF4E1B ROR1 0.9218026435267868
EIF4E1B C12orf53 0.928089966833795
EIF4E1B CSRNP3 0.9186090663200346
EIF4E1B GSTP1 0.9018585049371968
EIF4E1B P2RY2 0.9236250327354116
EIF4E1B TMCC2 0.9052256108008444
EIF4E1B ATG9B 0.9046737753847472
EIF4E1B EBF1 0.9003748491461178
EIF4E1B EPS8L1 0.9112379859542604
NCRNA00160 ZNF229 0.9192413475724656
NCRNA00160 CDH18 0.9325811946930248
NCRNA00160 ROR1 0.9182225004445624
NCRNA00160 GSTP1 0.93347540844043
NCRNA00160 DSCR8 0.9073168806580398
NCRNA00160 HAS2 0.9055589163569948
NCRNA00160 P2RY2 0.9112512725447468
NCRNA00160 THSD7A 0.9046844416895696
NCRNA00160 CCDC114 0.91378199108682
NCRNA00160 TMCC2 0.9201219916794532
NCRNA00160 ATG9B 0.9113771453897528
NCRNA00160 EBF1 0.919221204432541
NCRNA00160 C9orf172 0.9141384284958052
NCRNA00160 KLHDC8A 0.9273925763258132
NCRNA00160 RGS18 0.9069999121944962
ZNF229 CDH18 0.932248691138456
ZNF229 ROR1 0.9447179201434448
ZNF229 C12orf53 0.9159817022933642
ZNF229 CSRNP3 0.9327346943791798
ZNF229 GPER 0.906720035454352
ZNF229 LHX1 0.9140415242322916
ZNF229 GSTP1 0.9285060983303154
ZNF229 DCDC1 0.9069452829053272
ZNF229 IL1F5 0.9128912847597004
ZNF229 P2RY2 0.9330451066246964
ZNF229 TMCC2 0.9364341604338152
ZNF229 ATG9B 0.9310565200972504
ZNF229 MS4A7 0.9175284603580532
ZNF229 EBF1 0.9248075791482664
ZNF229 EPS8L1 0.9141541661383232
ZNF229 C9orf172 0.9109933672636276
ZNF229 KLHDC8A 0.9420319309510604
CEP55 LGI4 0.9107000447882344
SCN4B KLHL31 0.9162559046938564
SCN4B FAM111B 0.9295123532957116
SCN4B LMOD1 0.9043116357895776
CDH18 ROR1 0.9182225904340364
CDH18 GSTP1 0.9232971602948372
CDH18 P2RY2 0.9078593246630812
CDH18 TMCC2 0.9123983205000968
CDH18 ATG9B 0.903207143083483
CDH18 EBF1 0.9132612137374312
CDH18 C9orf172 0.9004745149662032
CDH18 KLHDC8A 0.93859576941324
ROR1 C12orf53 0.9184329979843712
ROR1 CSRNP3 0.938531556441074
ROR1 GPER 0.9009356385921652
ROR1 LHX1 0.9140507817548
ROR1 GSTP1 0.9259791803965788
ROR1 MFSD4 0.9015731251344422
ROR1 DSCR8 0.900556806218132
ROR1 DCDC1 0.9088891478932202
ROR1 HAS2 0.9009061259598574
ROR1 IL1F5 0.9218500212189988
ROR1 HIST1H3E 0.9137472142863784
ROR1 P2RY2 0.9349396928217784
ROR1 SSX1 0.9144969615758728
ROR1 TMCC2 0.93432573799372
ROR1 ATG9B 0.9316970401567408
ROR1 MS4A7 0.9152717339062292
ROR1 PDLIM3 0.9170148475352504
ROR1 EBF1 0.9253671532802676
ROR1 EPS8L1 0.926927219814828
ROR1 C9orf172 0.9114243424849976
ROR1 SERPINF1 0.9023417219290047
ROR1 KLHDC8A 0.9153279658960658
ROR1 NAP1L3 0.9082197573507628
C12orf53 CSRNP3 0.9223315631122974
C12orf53 GSTP1 0.9007573080908342
C12orf53 P2RY2 0.9193204034456568
C12orf53 TMCC2 0.909103560441164
C12orf53 ATG9B 0.907105315698037
C12orf53 EPS8L1 0.9116992263263296
CD163L1 FAM111B 0.9133522121828372
CD163L1 LMOD1 0.9165191622442612
KLHL31 FAM111B 0.9105032523089808
KLHL31 CLEC17A 0.9173047777181036
CSRNP3 GSTP1 0.9293638186364864
CSRNP3 DCDC1 0.9071932014469034
CSRNP3 C11orf16 0.9065059533211214
CSRNP3 IL1F5 0.9100844449108828
CSRNP3 KLRD1 0.9032177061099328
CSRNP3 HIST1H3E 0.915631380544084
CSRNP3 P2RY2 0.9276330254412878
CSRNP3 SSX1 0.9167642564606702
CSRNP3 TMCC2 0.9244275245111884
CSRNP3 ATG9B 0.9246973095866964
CSRNP3 EBF1 0.931157906897916
CSRNP3 EPS8L1 0.9192433818042204
CSRNP3 C9orf172 0.921681431393724
CSRNP3 PLEKHA4 0.9053546004415254
CSRNP3 LOC389332 0.9194848256487944
CSRNP3 SERPINF1 0.9124947258800024
CSRNP3 NAP1L3 0.9115857559337666
GPER GSTP1 0.9007224627295148
GPER TMCC2 0.907983210497174
HOXA6 FAM111B 0.9156774247609374
CACNA2D3 FAM111B 0.9054612290520032
SLC16A10 ZNF804A 0.9007664388234832
FAM111B PROK1 0.9176117382631274
FAM111B LMOD1 0.9301679316818684
FAM111B PPFIA2 0.9074665805691784
HS3ST5 FRZB 0.9196384832429904
HS3ST5 PBX4 0.901696589439846
HS3ST5 MAGEA10 0.9108134362023972
HS3ST5 DOCK2 0.922016646176578
HS3ST5 SOX7 0.935495271716844
STK33 HIST1H3E 0.9018869516516907
STK33 SSX1 0.9085339745884832
STK33 LPPR5 0.9105906834492908
STK33 EPS8L1 0.918731697100402
PRF1 GSTP1 0.9088464149754316
PRF1 P2RY2 0.9027574578572898
PRF1 EBF1 0.9121339688818264
LHX1 GSTP1 0.9062649448090256
LHX1 P2RY2 0.910270028035544
LHX1 TMCC2 0.9023394420805206
LHX1 ATG9B 0.913304230527716
LHX1 EBF1 0.9077359761326372
LHX1 NAP1L3 0.900710900223639
LMOD1 PPFIA2 0.9352832547551936
LMOD1 MIAT 0.9343580267107195
IL2RG NBPF16 0.9709983564333652
IL2RG CLCNKA 0.9355768403018916
IL2RG KIAA1755 0.9622794290590048
IL2RG PCDH7 0.9084154382231472
IL2RG ZFPM2 0.9356720192229588
BRSK1 PTGER2 0.9000681156661914
ACBD7 FSCN2 0.9123349190093716
ACBD7 C11orf88 0.9181763019079076
XCL2 MAGEA10 0.9029393349396382
XCL2 ZNF716 0.9003246856840128
XCL2 C17orf104 0.9047752862662374
XCL2 APOL3 0.9131179867892422
GSTP1 MFSD4 0.9018262786098112
GSTP1 DSCR8 0.900206761406701
GSTP1 HAS2 0.904415961061512
GSTP1 P2RY2 0.9240778989132604
GSTP1 THSD7A 0.9047915901679496
GSTP1 TMCC2 0.9331746790036756
GSTP1 ATG9B 0.9147120859002624
GSTP1 EBF1 0.9634852256159132
GSTP1 C9orf172 0.93263675482219
GSTP1 LOC389332 0.9163456186578672
GSTP1 SERPINF1 0.9132519785091536
GSTP1 KLHDC8A 0.9319703808469908
GSTP1 RGS18 0.910708127700456
GSTP1 ADAMTS9 0.9039670366077458
DSCR8 KLHDC8A 0.9030898840762374
DCDC1 P2RY2 0.9022531379509048
HAS2 P2RY2 0.9006856227444661
HAS2 THSD7A 0.9027095016724304
HAS2 TMCC2 0.9052497553905896
HAS2 KLHDC8A 0.9039625840302536
C11orf16 KLRD1 0.9134174648935784
C11orf16 NAP1L3 0.9056273456011696
IL1F5 HIST1H3E 0.9049089203974698
IL1F5 P2RY2 0.9046335587436952
IL1F5 TMCC2 0.9138773304152396
IL1F5 ATG9B 0.9029304796081088
IL1F5 EBF1 0.9017591634221812
NBPF16 CLCNKA 0.9492644102817562
NBPF16 KIAA1755 0.9626889955686904
NBPF16 PCDH7 0.9105948809833818
NBPF16 ZFPM2 0.919072020334213
KLRD1 HIST1H3E 0.9112595261641828
HIST1H3E SSX1 0.9112379765424043
HIST1H3E EPS8L1 0.9072642825874015
GPR15 CNDP1 0.9213184980420228
ESM1 ADAM8 0.9390934745324528
GP1BA KIAA1755 0.9114168378597391
P2RY2 TMCC2 0.9274294183269712
P2RY2 ATG9B 0.9375404369828454
P2RY2 MS4A7 0.9087837281247584
P2RY2 EBF1 0.9266060091311528
P2RY2 C9orf172 0.9021406852434064
P2RY2 KLHDC8A 0.9104106903451956
FLJ46111 REN 0.909068840087048
EDDM3B TRIM54 0.9098746328644208
SSX1 TMCC2 0.9021074111501062
SSX1 EPS8L1 0.9139635337747136
SSX1 LOC389332 0.9051204534676196
PTGER2 GLB1L3 0.9036697832107964
PTGER2 RAD51AP1 0.9141574950338396
PTGER2 XKR6 0.904484641659004
PTGER2 REN 0.9317128467960866
THSD7A CCDC114 0.9062836600909426
THSD7A TMCC2 0.9052203277138264
CH25H NAV2 0.9144505199780226
CH25H TCF7 0.9145490656920308
CH25H ERO1LB 0.9420084827694232
CH25H PTPN14 0.9416533827475888
CH25H APOLD1 0.9390602077151884
CH25H LANCL3 0.9098739848201962
CH25H MIF 0.9033279571333922
CH25H FBXO39 0.9454789601813908
CH25H STON1 0.9220062038591736
CH25H LRRC37A4 0.9119694213347774
CH25H LRRC4 0.9144348602988676
PRR7 KIAA1755 0.9169766647560978
CCDC114 ATG9B 0.9048069085507228
IGSF9 LATS1 0.92841261492356
TMCC2 ATG9B 0.9263575298768812
TMCC2 EBF1 0.916643472959432
TMCC2 EPS8L1 0.9069958182772416
TMCC2 C9orf172 0.906563681845926
TMCC2 KLHDC8A 0.9148623985483344
RAMP3 C16orf93 0.9072373380610278
ATG9B EBF1 0.9004179599858132
ATG9B EPS8L1 0.9045419598807048
ATG9B KLHDC8A 0.9027439796386596
ATG9B FAM124A 0.9344425653570064
MS4A7 EBF1 0.9045049617857862
MS4A7 KLHDC8A 0.9009137000893602
MS4A7 RNASE1 0.9005659880159947
USP2 ADH7 0.9082827917045844
RASL10B ARHGEF6 0.9177191937345636
RASL10B TGM2 0.912600385196167
EBF1 C9orf172 0.9159654666370182
EBF1 PLEKHA4 0.9146102957746796
EBF1 LOC389332 0.913331457158882
EBF1 SERPINF1 0.9137957347798292
EBF1 KLHDC8A 0.9220542545359752
EBF1 ADAMTS9 0.9129273927283308
NLRP6 FSCN2 0.9039412871581032
CLCNKA KIAA1755 0.9460312672303836
KIAA1755 PCDH7 0.920139124100764
KIAA1755 ZFPM2 0.9209460781196216
EFCAB6 PPFIA2 0.9006070364538602
CCL4L2 PPFIA2 0.9095840083269042
CCL4L2 ARHGEF37 0.9159387013500174
EFNA3 APOLD1 0.9235298021431676
EFNA3 STON1 0.9135354973434836
PCDH7 ZFPM2 0.9061790315976428
C1QTNF2 CDH15 0.914504411833516
PPFIA2 ANO4 0.906320670297212
PPFIA2 MIAT 0.9133483260175684
PPFIA2 MAGEA10 0.9094433616242606
PPFIA2 VWA5A 0.904048168252932
PPFIA2 ARHGEF37 0.9329763596338264
ANO4 NAV2 0.9104021448077289
ANO4 ARHGEF37 0.9131062204960432
ANO4 LRRC37A4 0.9048588931608992
GLB1L3 RAD51AP1 0.9003925532234931
GLB1L3 REN 0.9028998356892524
GLB1L3 GNGT2 0.9337456042578132
LOC728855 C1orf133 0.9234669433146084
NAV2 ARHGEF37 0.9067162556205856
FSCN2 C11orf88 0.906322559440402
FSCN2 C17orf72 0.9388950856943896
CYP7B1 ARHGEF37 0.9002731958777543
TSHR REN 0.9000689904756345
MIAT ERO1LB 0.9032791391756906
MIAT VWA5A 0.9206855278846284
MIAT ARHGEF37 0.9300183311197984
MIAT LRRC37A4 0.9060501340335888
ADAMTSL4 CCL3 0.9815360750627908
AATK SYDE2 0.96965372697388
ALX1 LIMS2 0.9094646972975172
C9orf172 SERPINF1 0.923064750039457
C9orf172 KLHDC8A 0.9093259847858826
PLEKHA4 LOC389332 0.9214019494631804
CD226 C2orf71 0.9075789048316604
LOC606724 NDRG1 0.9330187363412634
TCF7 ERO1LB 0.9120835669505946
TCF7 ARHGEF37 0.9192969351433944
PVRL4 HHIP 0.9198048480418708
PVRL4 KCNK7 0.9576282591536338
AIM1 TGM2 0.9012344450422284
AIM1 ECT2L 0.9406476655213876
AIM1 ZNF804A 0.9208128187622754
AIM1 SLC2A3 0.9050266235639804
AIM1 SLC6A1 0.9058096512186394
AIM1 NPFF 0.9002101647303364
AIM1 TMOD2 0.9012987236015456
AIM1 A2M 0.9170198540350528
SERPINF1 CD40 0.9168839902648788
HOXD1 RNF175 0.9473749709088216
HOXD1 ECT2L 0.9119760567203862
HOXD1 NPFF 0.9122490165352848
HOXD1 A2M 0.9203316468576684
HOXD1 RFPL1 0.9081790877769556
UCN2 MST4 0.9375016822629496
UCN2 MCC 0.9253176278245806
UCN2 NBPF14 0.916411603034032
UCN2 TRIM45 0.9296514444670396
MAGEA10 DOCK2 0.9247280818869388
MAGEA10 SOX7 0.9165050062475942
MAGEA10 VWA5A 0.920185804726702
MAGEA10 ARHGEF37 0.9437493850719928
MAGEA10 APOL3 0.9348613056960984
MAGEA10 SHOX2 0.909180164595494
MAGEA10 MPP3 0.910407461567332
MAGEA10 PSIMCT-1 0.9214818131464784
CNGB1 APOLD1 0.902128336688762
CNGB1 STON1 0.9266274359172008
DOK6 STON1 0.9013805934772324
ERO1LB PTPN14 0.912818804585976
ERO1LB APOLD1 0.9054109993758992
ERO1LB FBXO39 0.9236505282834192
ERO1LB ARHGEF37 0.902418324379666
ERO1LB LRRC37A4 0.9003732778287187
RAD51AP1 XKR6 0.913867003207348
RAD51AP1 REN 0.9128195400832684
KLHDC8A ADAMTS9 0.9052861670320016
C8orf31 ECT2L 0.9060556393064408
C8orf31 ZNF804A 0.918411623538658
C8orf31 SLC2A3 0.9139810695030244
C8orf31 NPFF 0.903022922691308
C8orf31 A2M 0.9035077091961
C8orf31 RFPL1 0.9117844251839936
PTPN14 APOLD1 0.902346976996393
PTPN14 FBXO39 0.9275630809510632
PTPN14 STON1 0.903968411408416
PTPN14 LRRC37A4 0.9082711639881328
PTPN14 LRRC4 0.923960976963895
RNF175 ECT2L 0.9051472225478072
RNF175 A2M 0.9035184520478704
UCN MST4 0.9011605320447114
TPTE DLL1 0.9039429519245544
IL11 TKTL1 0.9005764139511965
ZNF716 APOL3 0.9232044048836752
MST4 TRIM45 0.9154014252279692
APOLD1 LANCL3 0.9150536973541212
APOLD1 FBXO39 0.9147292370717788
APOLD1 SLC4A7 0.915053073183646
APOLD1 ARHGEF37 0.905773348798282
APOLD1 STON1 0.9590222705649488
APOLD1 LRRC37A4 0.9169750421566149
APOLD1 STS 0.9149159016490812
APOLD1 LOC283922 0.9091261785215152
APOLD1 MEFV 0.9016429917992206
DOCK2 SOX7 0.9071219330781296
DOCK2 VWA5A 0.90693202787568
DOCK2 ARHGEF37 0.9096238999857956
LANCL3 FBXO39 0.9122471542825727
LANCL3 SLC4A7 0.9084865066090696
LANCL3 ARHGEF37 0.907099169822898
LANCL3 STON1 0.9530939970567972
LANCL3 LRRC37A4 0.9552749117057572
LANCL3 STS 0.9156454166382916
LANCL3 LOC283922 0.92752513986047
LANCL3 LRRC4 0.923474870877108
XKR6 REN 0.9112832150093636
FZD7 NANOS3 0.9546802136164104
LGI2 GBX2 0.935964021760553
ADAM19 LOC401093 0.9149113152515944
SEMA6B ZBTB10 0.954909026646902
CHST2 TC2N 0.9629640920862096
CHST2 KIR2DS4 0.9772757841516791
PM20D1 REN 0.9077531318861392
REN ABLIM2 0.9184920081953284
FBXO39 STON1 0.9309567367147112
FBXO39 LRRC37A4 0.9452379086142269
FBXO39 STS 0.9254103550126844
FBXO39 FZD2 0.92239414317731
FBXO39 LOC283922 0.9005292371604053
FBXO39 LRRC4 0.920319550718638
SOX7 APOL3 0.9032270392031476
TC2N KIR2DS4 0.9521644599109604
SLC4A7 ARHGEF37 0.9197809588459416
SLC4A7 STON1 0.91316708463188
SLC4A7 LRRC37A4 0.908244787437073
SLC4A7 LOC283922 0.906780402180974
VWA5A ARHGEF37 0.9437515970565004
VWA5A APOL3 0.9249282943861974
ARHGEF37 STON1 0.9191715795263242
ARHGEF37 LRRC37A4 0.9446816689469636
ARHGEF37 C17orf104 0.9028919140484648
ARHGEF37 APOL3 0.9241724292080312
ARHGEF37 IL16 0.90271037477785
ARHGEF37 STS 0.9163833526442088
ARHGEF37 MPP3 0.9151300685279328
ARHGEF37 PSIMCT-1 0.9218110760732464
ARHGEF37 LOC283922 0.9062345952874628
ARHGEF37 NODAL 0.9145154314042822
ARHGEF37 CXorf65 0.908722437470495
STON1 LRRC37A4 0.9558724262622944
STON1 IL16 0.9043104824894224
STON1 STS 0.9394564706084249
STON1 LOC283922 0.948243357511118
STON1 LRRC4 0.91717457706361
STON1 MEFV 0.9165872187345566
ARHGEF6 TGM2 0.9294406598972346
ARHGEF6 ZNF804A 0.904381901713584
KALRN C17orf104 0.9340019799658804
KALRN PSIMCT-1 0.9062841528379711
KALRN ARRDC5 0.9106735150814772
HHIP KCNK7 0.9499171978829022
GJC2 SLC3A1 0.9094488803181876
